#note	type	output type	input types	op id	flags	width in	width out	code	tags	rating	code_custom[0]	code_custom[1]...
debug_sse,universal	instruction	float	float	DEBUG_float	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	int16_t	int16_t	DEBUG_int16_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	int16_t	int16_t	DEBUG_int16_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int16_t	int16_t	DEBUG_int16_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int16_t	int16_t	DEBUG_int16_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int16_t	int16_t	DEBUG_int16_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	int32_t	int32_t	DEBUG_int32_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	int32_t	int32_t	DEBUG_int32_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int32_t	int32_t	DEBUG_int32_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int32_t	int32_t	DEBUG_int32_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int32_t	int32_t	DEBUG_int32_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	int64_t	int64_t	DEBUG_int64_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	int64_t	int64_t	DEBUG_int64_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int64_t	int64_t	DEBUG_int64_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int64_t	int64_t	DEBUG_int64_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int64_t	int64_t	DEBUG_int64_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	int8_t	int8_t	DEBUG_int8_t	debug	1	1	DEBUG_STD((int)$$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	int8_t	int8_t	DEBUG_int8_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int8_t	int8_t	DEBUG_int8_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int8_t	int8_t	DEBUG_int8_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	int8_t	int8_t	DEBUG_int8_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	ssebool	ssebool	DEBUG_ssebool	debug	1	1	DEBUG_STD((int)$$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	ssebool	ssebool	DEBUG_ssebool	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	ssebool	ssebool	DEBUG_ssebool	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	ssebool	ssebool	DEBUG_ssebool	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	ssebool	ssebool	DEBUG_ssebool	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	uint16_t	uint16_t	DEBUG_uint16_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	uint16_t	uint16_t	DEBUG_uint16_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint16_t	uint16_t	DEBUG_uint16_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint16_t	uint16_t	DEBUG_uint16_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint16_t	uint16_t	DEBUG_uint16_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	uint32_t	uint32_t	DEBUG_uint32_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	uint32_t	uint32_t	DEBUG_uint32_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint32_t	uint32_t	DEBUG_uint32_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint32_t	uint32_t	DEBUG_uint32_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint32_t	uint32_t	DEBUG_uint32_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	uint64_t	uint64_t	DEBUG_uint64_t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	uint64_t	uint64_t	DEBUG_uint64_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint64_t	uint64_t	DEBUG_uint64_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint64_t	uint64_t	DEBUG_uint64_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint64_t	uint64_t	DEBUG_uint64_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug	instruction	uint8_t	uint8_t	DEBUG_uint8_t	debug	1	1	DEBUG_STD((int)$$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	uint8_t	uint8_t	DEBUG_uint8_t	debug	2	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint8_t	uint8_t	DEBUG_uint8_t	debug	4	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint8_t	uint8_t	DEBUG_uint8_t	debug	8	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	uint8_t	uint8_t	DEBUG_uint8_t	debug	16	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
arithetic_std	instruction	double	double,double	DIV_double		1	1	$$arg1 / $$arg2	C,universal	10		
sse_arithetic_std	instruction	double	double,double	DIV_double		2	2	_mm_div_pd($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	float	float,float	DIV_float		1	1	$$arg1 / $$arg2	C,universal	10		
sse_arithetic_std	instruction	float	float,float	DIV_float		4	4	_mm_div_ps($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	float	float,float	DIV_float		2	2	_mm_div_ps($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int16_t	int16_t,int16_t	DIV_int16_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	int32_t	int32_t,int32_t	DIV_int32_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	int64_t	int64_t,int64_t	DIV_int64_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	int8_t	int8_t,int8_t	DIV_int8_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	uint16_t	uint16_t,uint16_t	DIV_uint16_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	uint32_t	uint32_t,uint32_t	DIV_uint32_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	uint64_t	uint64_t,uint64_t	DIV_uint64_t		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	uint8_t	uint8_t,uint8_t	DIV_uint8_t		1	1	$$arg1 / $$arg2	C,universal	10		
logical	instruction	bool	bool,bool	EQ_bool		1	1	$$arg1 == $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	EQ_bool		2	2	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		4	4	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		8	8	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		16	16	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		32	32	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		64	64	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		128	128	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
relational	instruction	ssebool	double,double	EQ_double		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	double,double	EQ_double		2	2	(__m128i)_mm_cmpeq_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	EQ_float		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	float,float	EQ_float		4	4	(__m128i)_mm_cmpeq_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	EQ_float		2	2	(__m128i)_mm_cmpeq_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	EQ_int16_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int16_t,int16_t	EQ_int16_t		8	8	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	EQ_int16_t		4	4	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	EQ_int16_t		2	2	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int32_t,int32_t	EQ_int32_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int32_t,int32_t	EQ_int32_t		4	4	_mm_cmpeq_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	EQ_int32_t		2	2	_mm_cmpeq_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int64_t,int64_t	EQ_int64_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
relational	instruction	ssebool	int8_t,int8_t	EQ_int8_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int8_t,int8_t	EQ_int8_t		16	16	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	EQ_int8_t		8	8	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	EQ_int8_t		4	4	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	EQ_int8_t		2	2	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
logical	instruction	ssebool	ssebool,ssebool	EQ_ssebool		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	EQ_ssebool		2	2	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	EQ_ssebool		4	4	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	EQ_ssebool		8	8	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	EQ_ssebool		16	16	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	EQ_uint16_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	EQ_uint16_t		8	8	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	EQ_uint16_t		4	4	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	EQ_uint16_t		2	2	_mm_cmpeq_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	EQ_uint32_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	EQ_uint32_t		4	4	_mm_cmpeq_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	EQ_uint32_t		2	2	_mm_cmpeq_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	EQ_uint64_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
relational	instruction	ssebool	uint8_t,uint8_t	EQ_uint8_t		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	EQ_uint8_t		16	16	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	EQ_uint8_t		8	8	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	EQ_uint8_t		4	4	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	EQ_uint8_t		2	2	_mm_cmpeq_epi8($$arg1,$$arg2)	sse	10		
logical	instruction	bool	bool,bool	GE_bool		1	1	$$arg1 >= $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	GE_bool		2	2	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		4	4	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		8	8	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		16	16	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		32	32	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		64	64	_mm_or_si128($$arg1, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		128	128	_mm_or_si128($$arg1, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
relational	instruction	ssebool	double,double	GE_double		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	double,double	GE_double		2	2	(__m128i)_mm_cmpge_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	GE_float		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	float,float	GE_float		4	4	(__m128i)_mm_cmpge_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	GE_float		2	2	(__m128i)_mm_cmpge_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	GE_int16_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GE_int16_t		8	8	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GE_int16_t		4	4	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GE_int16_t		2	2	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int32_t,int32_t	GE_int32_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int32_t,int32_t	GE_int32_t		4	4	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmpgt_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	GE_int32_t		2	2	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmpgt_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int64_t,int64_t	GE_int64_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
relational	instruction	ssebool	int8_t,int8_t	GE_int8_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GE_int8_t		16	16	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GE_int8_t		8	8	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GE_int8_t		4	4	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GE_int8_t		2	2	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
logical	instruction	ssebool	ssebool,ssebool	GE_ssebool		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	GE_ssebool		2	2	_mm_or_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GE_ssebool		4	4	_mm_or_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GE_ssebool		8	8	_mm_or_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GE_ssebool		16	16	_mm_or_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	GE_uint16_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GE_uint16_t		8	8	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GE_uint16_t		4	4	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GE_uint16_t		2	2	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmpgt_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	GE_uint32_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	GE_uint32_t		4	4	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmpgt_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	GE_uint32_t		2	2	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmpgt_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	GE_uint64_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
relational	instruction	ssebool	uint8_t,uint8_t	GE_uint8_t		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GE_uint8_t		16	16	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GE_uint8_t		8	8	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GE_uint8_t		4	4	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GE_uint8_t		2	2	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmpgt_epi8($$arg1,$$arg2))	sse	10		
logical	instruction	bool	bool,bool	GT_bool		1	1	$$arg1 > $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	GT_bool		2	2	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		4	4	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		8	8	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		16	16	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		32	32	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		64	64	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		128	128	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
relational	instruction	ssebool	double,double	GT_double		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	double,double	GT_double		2	2	(__m128i)_mm_cmpgt_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	GT_float		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	float,float	GT_float		4	4	(__m128i)_mm_cmpgt_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	GT_float		2	2	(__m128i)_mm_cmpgt_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	GT_int16_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GT_int16_t		8	8	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GT_int16_t		4	4	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	GT_int16_t		2	2	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int32_t,int32_t	GT_int32_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	int32_t,int32_t	GT_int32_t		4	4	_mm_cmpgt_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	GT_int32_t		2	2	_mm_cmpgt_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int64_t,int64_t	GT_int64_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
relational	instruction	ssebool	int8_t,int8_t	GT_int8_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GT_int8_t		16	16	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GT_int8_t		8	8	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GT_int8_t		4	4	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	GT_int8_t		2	2	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
logical	instruction	ssebool	ssebool,ssebool	GT_ssebool		1	1	0xFF*($$arg1 > $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	GT_ssebool		2	2	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GT_ssebool		4	4	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GT_ssebool		8	8	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	GT_ssebool		16	16	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	GT_uint16_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GT_uint16_t		8	8	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GT_uint16_t		4	4	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	GT_uint16_t		2	2	_mm_cmpgt_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	GT_uint32_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	GT_uint32_t		4	4	_mm_cmpgt_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	GT_uint32_t		2	2	_mm_cmpgt_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	GT_uint64_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
relational	instruction	ssebool	uint8_t,uint8_t	GT_uint8_t		1	1	0xFF*($$arg1 > $$arg2)	C	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GT_uint8_t		16	16	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GT_uint8_t		8	8	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	GT_uint8_t		4	4	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
